(BH_Max),Anisotropy Constant K1,Anisotropy Constant K2,Anisotropy_Energy,Anisotropy_Field,Coercivity,Crystal_Structure,Curie(TC),Curie_Weiss,DOI,Experimental,Intrinsic Coercivity,Lattice_Parameter,Lattice_Structure,Magnet_type,Magnetic_type,Material_Density,Material_Name,Material_Type,Neel(TN),Remanence_Magnetization,Saturation_Magnetization,Space_Group,Substrate,Thickness
,,,,,,Hexagonal,,,10.1103/PhysRevB.82.024422,true,,"{'a': '8.495', 'b': 'NA', 'c': '6.351'}",Hexagonal,,Antiferromagnetic,,Tb5Ge3,Bulk,85K,,,P6_3/mcm,,
,,,,,,Rhombohedral,,,10.1103/PhysRevMaterials.4.045803,false,,,,,Antiferromagnetic,,MnO,Bulk,116 K,,,R3̄m,,
,,,,,,Monoclinic,,,10.1103/PhysRevMaterials.4.045803,false,,,,,Antiferromagnetic,,FeO,Bulk,198 K,,,C2/m,,
,,,,,,Monoclinic,,,10.1103/PhysRevMaterials.4.045803,false,,,,,Antiferromagnetic,,CoO,Bulk,291 K,,,C2/m,,
,,,,,,Rhombohedral,,,10.1103/PhysRevMaterials.4.045803,false,,,,,Antiferromagnetic,,NiO,Bulk,525 K,,,R3̄m,,
,,,,,,Hexagonal,,,10.1103/PhysRevB.100.214408,true,,"{'a': '5.8735 Å', 'b': 'NA', 'c': '11.7098 Å'}",Hexagonal,,Antiferromagnetic,,Lu0.5Sc0.5FeO3,Bulk,172 K,,,P63cm,,
,,,,,,Hexagonal,121K,,10.1103/PhysRevLett.122.057206,true,,,Hexagonal,Soft,Chiral Helimagnet,,CrNb3S6,Bulk,,,,P6322,,
,,,,,,,180 K,,10.1103/PhysRevB.98.205131,true,,,,Soft,Ferromagnetic,,BaIrO3,Bulk,,,,,,
,"{'Value': '-12.0', 'Units': 'meV', 'Type': 'NA', 'Temperature': 'NA'}",,,,,,,,10.1103/PhysRevLett.121.197203,false,,,,Soft,Antiferromagnetic,,H3LiIr2O6,Bulk,,,,,,
,,,,"{'Value': '4 to 6', 'Units': 'mT', 'Type': 'easy axis', 'Temperature': 'NA'}",,,,,10.1103/PhysRevB.84.064439,true,,,,Soft,Ferromagnetic,,CoFeB,Nanoparticle,,,"{'Value': '1000', 'Units': 'kA/m', 'Temperature': 'NA'}",,Si,2.5 nm
,,,,"{'Value': '1260', 'Units': 'Oe', 'Type': 'out-of-plane', 'Temperature': 'NA'}","{'Value': '<10', 'Units': 'Oe', 'Temperature': 'NA'}",,,,10.1103/PhysRevLett.134.126702,true,,,,Soft,Ferrimagnetic,,Bi-doped Yttrium Iron Garnet,Thin Film,,,"{'Value': '100', 'Units': 'emu/cm^3', 'Temperature': 'NA'}",,Gd3Sc2Ga3O12 (111),17 nm
,,,,,,Tetragonal,54 K,,10.1103/PhysRevB.81.195115,false,,"{'a': '0.3929 nm', 'b': '0.3929 nm', 'c': '0.7617 nm'}",Tetragonal,Soft,Ferromagnetic,,UNTe,Bulk,,,"{'Value': '1.2', 'Units': 'μB', 'Temperature': '4.2 K'}",P4/nmm,,
,,,,,,Orthorhombic,,,10.1103/PhysRevB.82.024105,true,,"{'a': '5.277', 'b': '5.605', 'c': '7.573'}",Orthorhombic,,Antiferromagnetic,,YVO3,Bulk,118K,,,Pbnm,,
,,,,,,Orthorhombic,,,10.1103/PhysRevB.70.214426,true,,,Orthorhombic,,Antiferromagnetic,,LaMnO3,Bulk,140 K,,,Pbnm,,
,"{'Value': '0.11', 'Units': 'meV', 'Type': 'NA', 'Temperature': 'NA'}","{'Value': '0.54', 'Units': 'meV', 'Type': 'NA', 'Temperature': 'NA'}",,,,Orthorhombic,21 K,,10.1103/PhysRevB.102.165129,false,,"{'a': '3.797 Å', 'b': '3.950 Å', 'c': 'NA'}",,Soft,Ferromagnetic,,VOI2,Monolayer,,,"{'Value': '1', 'Units': 'μB/V', 'Temperature': 'NA'}",Pmm2,,7.471 Å
,"{'Value': '0', 'Units': 'erg/cm^3', 'Type': 'NA', 'Temperature': 'NA'}",,,,,,,,10.1103/PhysRevB.72.024455,true,,,,Soft,Ferromagnetic,,Permalloy,Thin Film,,,"{'Value': '750', 'Units': 'emu/cm^3', 'Temperature': 'NA'}",,,40 nm
,,,,,"{'Value': '0.5', 'Units': 'T', 'Temperature': '298 K'}",Cubic,,,10.1103/PhysRevB.74.094407,true,,,Cubic,Soft,Ferrimagnetic,,Magnetite,Thin Film,,,,,SrTiO3(011),40 nm
,,,,,"{'Value': '0.5', 'Units': 'T', 'Temperature': '298 K'}",Cubic,,,10.1103/PhysRevB.74.094407,true,,,Cubic,Soft,Ferrimagnetic,,Magnetite,Thin Film,,,,,SrTiO3(001),40 nm
,,,,,"{'Value': '0.3', 'Units': 'kOe', 'Temperature': '300 K'}",Cubic,,,10.1103/PhysRevB.91.054419,true,,"{'a': '8.391', 'b': '8.391', 'c': '8.391'}",Face-centered cubic,Hard,Ferromagnetic,,CoFe2O4,Thin Film,,,"{'Value': '536', 'Units': 'emu/cm^3', 'Temperature': '300 K'}",,SrTiO3 (100),10 nm
,,,,,"{'Value': '1.2', 'Units': 'kOe', 'Temperature': '300 K'}",Cubic,,,10.1103/PhysRevB.91.054419,true,,"{'a': '8.391', 'b': '8.391', 'c': '8.391'}",Face-centered cubic,Hard,Ferromagnetic,,CoFe2O4,Thin Film,,,"{'Value': '488', 'Units': 'emu/cm^3', 'Temperature': '300 K'}",,SrTiO3 (100),20 nm
,,,,,"{'Value': '3.0', 'Units': 'kOe', 'Temperature': '300 K'}",Cubic,,,10.1103/PhysRevB.91.054419,true,,"{'a': '8.391', 'b': '8.391', 'c': '8.391'}",Face-centered cubic,Hard,Ferromagnetic,,CoFe2O4,Thin Film,,,"{'Value': '380', 'Units': 'emu/cm^3', 'Temperature': '300 K'}",,SrTiO3 (100),50 nm
,,,,,,Tetragonal,400 K,,10.1103/PhysRevB.102.174447,true,,,,Soft,Ferromagnetic,,Mn1.4PtSn,Bulk,,,"{'Value': '3.9', 'Units': 'μB', 'Temperature': '250 K'}",I4̅2d,,
,,,,,,Orthorhombic,,,10.1103/PhysRevB.90.085143,true,,,Orthorhombic,,Antiferromagnetic,,BaFe2Se3,Bulk,240-256 K,,,Pnma,,
,,,,,,Orthorhombic,,,10.1103/PhysRevB.90.085143,true,,,Orthorhombic,,Antiferromagnetic,,Ba(Fe1-xCox)2Se3,Bulk,210 K,,,Pnma,,
,,,,,,Cubic,59.42 K,,10.1103/PhysRevLett.128.015703,true,,,Chiral,Soft,Ferrimagnetic,,Cu2OSeO3,Bulk,,,"{'Value': '0.53', 'Units': 'μB/Cu2+', 'Temperature': '5 K'}",P213,,
,,,,,,Cubic,6.8K,-10K,10.1103/PhysRevB.93.155126,false,,"{'a': '8.28', 'b': '8.28', 'c': '8.28'}",Cubic,Soft,Ferromagnetic,,Ba2NaOsO6,Bulk,,,,,,
,,,,,,Cubic,50K,156K,10.1103/PhysRevB.93.155126,false,,"{'a': '8.34', 'b': '8.34', 'c': '8.34'}",Cubic,Soft,Antiferromagnetic,,Ba2CaOsO6,Bulk,,,,,,
,,,,,,Cubic,,772K,10.1103/PhysRevB.93.155126,false,,"{'a': '8.35', 'b': '8.35', 'c': '8.35'}",Cubic,Soft,Antiferromagnetic,,Ba2YOsO6,Bulk,69K,,,,,
,,,,,"{'Value': '2 T', 'Units': 'T', 'Temperature': '200 K'}",Orthorhombic,,,10.1103/PhysRevMaterials.8.024407,true,,,Orthorhombic,Hard,Ferrimagnetic,,ε-(Fe1-xCrx)2O3,Nanoparticle,,,,Pna21,,
,"{'Value': '0.5', 'Units': 'meV per 3d atom', 'Type': 'uniaxial', 'Temperature': 'NA'}",,,,,Tetragonal,,,10.1103/PhysRevB.74.104301,true,,"{'a': '3.8504 Å', 'b': '3.8504 Å', 'c': '3.7212 Å'}",L1_0,Hard,Ferromagnetic,,FePt,Thin Film,,,,,MgO(001),30 Å
,"{'Value': '45', 'Units': 'kJ/m^3', 'Type': 'NA', 'Temperature': 'NA'}",,,,,,,,10.1103/PhysRevB.77.184409,true,,,,,Antiferromagnetic,,Fe/Si Multilayer,Multilayer,,,"{'Value': '1.7e6', 'Units': 'A/m', 'Temperature': 'NA'}",,GaAs(001),Fe(28.0nm)/Si(1.3nm)
,,,,,,Tetragonal,,,10.1103/PhysRevB.87.224427,true,,,Trirutile,,Antiferromagnetic,,CuSb2O6,Bulk,8.7 K,,,,,
,,,,,,Orthorhombic,,,10.1103/PhysRevB.95.064424,true,,,Orthorhombic,,Antiferromagnetic,,FeAs,Bulk,77 K,,,Pnma,,
,,,,,,Cubic,365K,,10.1103/PhysRevB.80.214402,true,,"{'a': '5.825', 'b': 'NA', 'c': 'NA'}",FCC,Soft,Ferromagnetic,,Ni2MnGa,Bulk,,,,L21,,
,,,,,,Cubic,375K,,10.1103/PhysRevB.80.214402,true,,,FCC,Soft,Ferromagnetic,,Ni1.95Co0.05MnGa,Bulk,,,,L21,,
,,,,,,,128 K,,10.1103/PhysRevB.110.224421,false,,"{'a': '4.28', 'b': 'NA', 'c': 'NA'}",,Soft,Ferromagnetic,,CeI2,2D Material,,,,,,
,"{'Value': '5e6', 'Units': 'erg/cc', 'Type': 'uniaxial', 'Temperature': 'NA'}",,,,"{'Value': '0.43', 'Units': 'kOe', 'Temperature': 'NA'}",hcp,,,10.1103/PhysRevB.72.132416,true,,,,Hard,Ferromagnetic,,CoCrPt,Thin Film,,,"{'Value': '480', 'Units': 'emu/cc', 'Temperature': 'NA'}",,Glass with Ti underlayer,400 Å
,,,,,"{'Value': '1.3', 'Units': 'kOe', 'Temperature': 'NA'}",hcp,,,10.1103/PhysRevB.72.132416,true,,,,Hard,Ferromagnetic,,CoCrPt,Thin Film,,,,,Glass with Ti underlayer,400 Å
,,,,"{'Value': '48-96', 'Units': 'Oe', 'Type': 'in-plane', 'Temperature': 'NA'}",,,,,10.1103/PhysRevB.96.054450,true,,,,Soft,Ferromagnetic,,Permalloy (Py),Thin Film,,,,,WTe2,6 nm
,,,,,,Diamond,116 K,,10.1103/PhysRevB.76.205306,true,,,Cubic,Soft,Ferromagnetic,,Ge0.94Mn0.06,Thin Film,,,,,Ge(001),80 nm
,,,,,,Hexagonal,300 K,,10.1103/PhysRevB.76.205306,true,,"{'a': 'NA', 'b': 'NA', 'c': '5.053 Å'}",Hexagonal,Soft,Ferromagnetic,,Ge3Mn5,Nanocluster,,,,,Ge(001),
,,,,,"{'Value': '2.5', 'Units': 'mT', 'Temperature': 'NA'}",,43 K,,10.1103/PhysRevB.77.224431,true,,"{'a': '0.39681', 'b': 'NA', 'c': '0.83779'}",,Soft,Ferromagnetic,,LaCoOP,Bulk,,,"{'Value': '0.33', 'Units': 'μB/Co', 'Temperature': '0 K'}",,,
,,,,,,,66 K,,10.1103/PhysRevB.77.224431,true,,"{'a': '0.40526', 'b': 'NA', 'c': '0.84620'}",,Soft,Ferromagnetic,,LaCoOAs,Bulk,,,"{'Value': '0.39', 'Units': 'μB/Co', 'Temperature': '0 K'}",,,
,,,,,,Cubic,560 K,,10.1103/PhysRevB.99.054420,true,,"{'a': '12.376', 'b': '12.376', 'c': '12.376'}",Cubic,Soft,Ferrimagnetic,,Yttrium Iron Garnet,Thin Film,,,"{'Value': '170 mT', 'Units': 'mT', 'Temperature': 'NA'}",Ia-3d,Gadolinium Gallium Garnet (GGG),210 nm
,,,,,,Cubic,278.5K,,10.1103/PhysRevLett.114.016803,true,,,,Soft,Ferromagnetic,,FeGe,Bulk,,,,,,
,,,,,,Cubic,29K,,10.1103/PhysRevLett.114.016803,false,,,,Soft,Ferromagnetic,,MnSi,Bulk,,,,,,
,,,,,,L21,760 K,,10.1103/PhysRevB.82.024418,true,,,,Soft,Ferrimagnetic,,Mn2VAl,Thin Film,,,,,MgO(100),60 nm
,,,,,,B2,,,10.1103/PhysRevB.82.024418,true,,,,Soft,Ferromagnetic,,Co2FeAl,Thin Film,,,"{'Value': '5 μB/f.u.', 'Units': 'μB/f.u.', 'Temperature': 'NA'}",,MgO(100),30 nm
,,,,,,Orthorhombic,160 K,,10.1103/PhysRevB.93.165131,true,,,Orthorhombic,Soft,Ferromagnetic,,SrRuO3,Thin Film,,,,,NdGaO3,70 nm
,,,,,,,150-200K,,10.1103/PhysRevB.72.125303,false,,,,Soft,Ferromagnetic,,Ga1-xMnxAs,Bulk,,,,,,
,,,,,,Tetragonal,0.9K,,10.1103/PhysRevB.81.220408,false,,"{'a': '17.319', 'b': '17.319', 'c': '12.388'}",Body-centered,Soft,Ferromagnetic,,Mn12 Ac,Bulk,,,,,,
,,,,,,Trigonal,,-190 K,10.1103/PhysRevB.87.224424,true,,,Rhombohedral,Soft,Antiferromagnetic,,CuCrO2,Bulk,23.6 K,,,R-3m,,
,,,,,,Orthorhombic,,-564 K,10.1103/PhysRevB.87.224424,true,,,Orthorhombic,Soft,Antiferromagnetic,,α-CaCr2O4,Bulk,42.6 K,,,Pmmn,,
,,,,,,Cubic,,-71 K,10.1103/PhysRevB.87.224424,true,,,Cubic,Soft,Antiferromagnetic,,CdCr2O4,Bulk,7.8 K,,,Fd-3m,,
,,,,,,Cubic,,-390 K,10.1103/PhysRevB.87.224424,true,,,Cubic,Soft,Antiferromagnetic,,ZnCr2O4,Bulk,12.5 K,,,Fd-3m,,
,,,,,,Cubic,,,10.1103/PhysRevB.82.054408,false,,"{'a': '4.149', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Antiferromagnetic,,CrN,Bulk,280K,,,,,
,,,,,,Cubic,140-170K,,10.1103/PhysRevB.82.054408,false,,,Cubic,Soft,Ferromagnetic,,Ti0.5Cr0.5N,Bulk,,,,,,
,,,,,"{'Value': '17', 'Units': 'mT', 'Temperature': '50 K'}",,240 K,,10.1103/PhysRevB.85.104504,true,,,,Soft,Ferromagnetic,,La0.7Ca0.3MnO3,Thin Film,,,,,NdGaO3 (001),10-50 nm
,,,,,"{'Value': '33', 'Units': 'kOe', 'Temperature': '4 K'}",Orthorhombic,100 K,,10.1103/PhysRevB.110.184425,true,,"{'a': '5.4798', 'b': '7.6450', 'c': '5.3580'}",Orthorhombic,Soft,Ferromagnetic,,CRCO15,Bulk,,,,Pnma,,
,,,,,,Trigonal,,23.14 K,10.1103/PhysRevResearch.6.013231,true,,"{'a': '5.72543', 'b': '5.72543', 'c': '28.14875'}",Rhombohedral,,Antiferromagnetic,,Ba4TaMn3O12,Bulk,43.72 K,,,R3̄m,,
,,,,,,Trigonal,,-100.08 K,10.1103/PhysRevResearch.6.013231,true,,"{'a': '5.72996', 'b': '5.72996', 'c': '28.16229'}",Rhombohedral,,Antiferromagnetic,,Ba4NbMn3O12,Bulk,42.42 K,,,R3̄m,,
,,,,,"{'Value': '44 Oe', 'Units': 'Oe', 'Temperature': 'NA'}",,53 K,,10.1103/PhysRevB.81.094412,true,,,,Soft,Ferromagnetic,,GaMnAs,Thin Film,,,"{'Value': '10 emu/cm^3', 'Units': 'emu/cm^3', 'Temperature': 'NA'}",,GaAs,170 nm
,,,,,"{'Value': '44 Oe', 'Units': 'Oe', 'Temperature': 'NA'}",,65 K,,10.1103/PhysRevB.81.094412,true,,,,Soft,Ferromagnetic,,GaMnAs,Thin Film,,,"{'Value': '40 emu/cm^3', 'Units': 'emu/cm^3', 'Temperature': 'NA'}",,GaAs,50 nm
,,,,,,Tetragonal,282 K,283 K,10.1103/PhysRevB.95.024428,true,,"{'a': '3.90699', 'b': '3.90699', 'c': '9.7489'}",Tetragonal,Soft,Antiferromagnetic,,La0.25Pr0.75Co2P2,Bulk,11 K,,,I4/mmm,,
,,,,,,Tetragonal,,,10.1103/PhysRevB.95.024428,true,,,Tetragonal,Soft,Antiferromagnetic,,PrCo2P2,Bulk,19 K,,,I4/mmm,,
,,,,,,Orthorhombic,357 K,,10.1103/PhysRevB.103.235109,true,,"{'a': '9.0616', 'b': '28.9291', 'c': '5.5575'}",Immm,Soft,Ferromagnetic,,NdMn6Sn6,Bulk,,,"{'Value': '15', 'Units': 'μB/f.u.', 'Temperature': '2 K'}",Immm,,
,,,,,,Orthorhombic,405 K,,10.1103/PhysRevB.103.235109,true,,"{'a': '9.0649', 'b': '28.9581', 'c': '5.5870'}",Immm,Soft,Ferromagnetic,,SmMn6Sn6,Bulk,,,"{'Value': '13', 'Units': 'μB/f.u.', 'Temperature': '2 K'}",Immm,,
,,,,,,Hexagonal,,,10.1103/PhysRevB.108.125114,true,,"{'a': '5.46493', 'b': '5.46493', 'c': '8.96077'}",Hexagonal,,Antiferromagnetic,,ScMn6Sn6,Bulk,390 K,,,,,
,,,,,,Hexagonal,,,10.1103/PhysRevMaterials.8.084412,true,,,Hexagonal,,Antiferromagnetic,,CrSb,Bulk,700 K,,,,,
,"{'Value': '0.2', 'Units': 'meV/Ni', 'Type': 'hard axis', 'Temperature': 'NA'}",,,,,Monoclinic,,-52 K,10.1103/PhysRevB.109.214435,true,,"{'a': '19.61284', 'b': '5.23841', 'c': '16.30349'}",Monoclinic,,Antiferromagnetic,,Ni5(TeO3)4Cl2,Bulk,30 K,,,C2/c,,
,,,,,,Monoclinic,,-39 K,10.1103/PhysRevB.109.214435,true,,"{'a': '20.31899', 'b': '5.24340', 'c': '16.32544'}",Monoclinic,,Antiferromagnetic,,Ni5(TeO3)4Br2,Bulk,30 K,,,C2/c,,
,,,,,,Orthorhombic,,20 K,10.1103/PhysRevB.77.134445,true,,,Orthorhombic,,Spin Glass,,Bi0.67Ca0.33MnO3,Bulk,150 K,,,Pbnm,,
,,,,,,Hexagonal,,,10.1103/PhysRevB.100.195118,false,,"{'a': '3.14', 'b': '3.14', 'c': 'NA'}",Hexagonal,Soft,Ferromagnetic,,Cr2C,2D Material,,,"{'Value': '4.48', 'Units': 'μB', 'Temperature': 'NA'}",,,
,,,,,,Hexagonal,,,10.1103/PhysRevB.100.195118,false,,"{'a': '2.84', 'b': '2.84', 'c': 'NA'}",Hexagonal,Soft,Ferromagnetic,,Fe2C,2D Material,,,"{'Value': '2.27', 'Units': 'μB', 'Temperature': 'NA'}",,,
,"{'Value': '-1.42', 'Units': 'meV', 'Type': 'in-plane', 'Temperature': 'NA'}","{'Value': '0.14', 'Units': 'meV', 'Type': 'NA', 'Temperature': 'NA'}",,,,Monoclinic,,-138 K,10.1103/PhysRevB.97.205121,true,,"{'a': '0.3909 nm', 'b': '0.3925 nm', 'c': '0.3921 nm'}",Pseudocubic,Soft,Antiferromagnetic,,Sr2CoIrO6,Thin Film,43 K,,,I2/m,SrTiO3 (STO),250 nm
,,,,,,Perovskite,,,10.1103/PhysRevB.78.174419,false,,,Cubic,Soft,Antiferromagnetic,,LaMnO3,Bulk,140K,,,,,
,,,,,,Perovskite,275K,,10.1103/PhysRevB.78.174419,false,,,Cubic,Soft,Ferromagnetic,,La0.7Ca0.3MnO3,Bulk,,,,,,
,,,,,,Cubic,30K,,10.1103/PhysRevB.78.064425,false,,"{'a': '4.558', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,,MnSi,Bulk,,,,P213,,
,,,,,,Hexagonal,120K,,10.1103/PhysRevB.78.064425,false,,"{'a': '5.75', 'b': 'NA', 'c': '12.12'}",Hexagonal,Soft,Ferromagnetic,,Cr1/3NbS2,Bulk,,,,P6322,,
,,,,,,Tetragonal,,,10.1103/PhysRevB.78.064425,false,,"{'a': '11.48', 'b': 'NA', 'c': '5.620'}",Tetragonal,Soft,Antiferromagnetic,,CuB2O4,Bulk,10K,,,I-42d,,
,,,,,,Orthorhombic,,,10.1103/PhysRevB.70.024408,true,,"{'a': '5.515 Å', 'b': '5.452 Å', 'c': '7.552 Å'}",Orthorhombic,,Antiferromagnetic,,Nd0.5Sr0.5MnO3,Bulk,170 K,,,Ibmm,,
,,,,,,,,,10.1103/PhysRevResearch.6.033031,true,,,,Soft,Antiferromagnetic,,Na2BaCo(PO4)2,Bulk,0.15 K,,,,,
,,,,,,Hexagonal,,,10.1103/PhysRevB.75.115113,false,,,,Soft,Ferromagnetic,,Mn-doped Ge Nanowires,Nanowire,,,"{'Value': '3.00', 'Units': 'μB', 'Temperature': 'NA'}",,,
,,,,,,Cubic,380 K,,10.1103/PhysRevB.72.054116,true,,,,Soft,Ferromagnetic,,Ni2MnGa,Bulk,,,,,,
,,,,,,,320 K,,10.1103/PhysRevB.72.054116,true,,,,Soft,Ferromagnetic,,Ni2.24Mn0.76Ga,Bulk,,,,,,
,,,,,,Cubic,,,10.1103/PhysRevB.82.165109,false,,"{'a': '4.442', 'b': 'NA', 'c': 'NA'}",Face-centered cubic,,Antiferromagnetic,,MnO,Bulk,118 K,,,,,
,,,,,,Orthorhombic,77 K,,10.1103/PhysRevB.72.054422,true,,,,Soft,Ferromagnetic,,Gd2Co2Al,Bulk,,,,,,
,,,,,,Orthorhombic,77 K,,10.1103/PhysRevB.72.054422,true,,,,Soft,Ferromagnetic,,Gd2Co2Ga,Bulk,,,,,,
,,,,,,Hexagonal,,,10.1103/PhysRevB.72.054422,true,,,,Soft,Antiferromagnetic,,Gd7Rh3,Bulk,140 K,,,,,
,,,,,,,304 K,,10.1103/PhysRevB.76.140401,true,,,,Soft,Ferromagnetic,,Ni50Mn34In16,Bulk,,,,,,
,,,,,,,,,10.1103/PhysRevLett.127.267201,true,,,,,Antiferromagnetic,,FeI2,Bulk,9K,,,,,
,,,,,,,150 K,,10.1103/PhysRevB.72.165329,false,,,,Soft,Ferromagnetic,,GaMnAs,Bulk,,,,,,
,,,,,,Cubic,30 K,,10.1103/PhysRevB.102.085101,false,,,Cubic,Soft,Ferromagnetic,,ZrZn2,Bulk,,,,Fd-3m,,
,,,,,,,286 K,,10.1103/PhysRevB.69.212413,true,,,,Soft,Ferromagnetic,,La0.8Ca0.2MnO3,Thin Film,,,,,SrTiO3 (100),100 nm
,,,,,,Hexagonal,66 K,,10.1103/PhysRevResearch.4.L042021,true,,,Trigonal,Soft,Ferromagnetic,,Cr1/3NbSe2,Epitaxial Thin Film,,,,P6322,Sapphire,Nine-layer
,,,,"{'Value': '0.52', 'Units': 'meV', 'Type': 'out-of-plane', 'Temperature': 'NA'}",,Hexagonal,,,10.1103/PhysRevB.99.134416,false,,"{'a': '3.80', 'b': '3.80', 'c': 'NA'}",Hexagonal,Soft,Ferromagnetic,,CoBr2,2D Material,,,,P-3m1,,Monolayer
,,,,,,Hexagonal,,,10.1103/PhysRevLett.123.247203,true,,"{'a': '4.84', 'b': 'NA', 'c': '7.89'}",Laves phase C14,Soft,Ferromagnetic,,NbFe2,Bulk,14.5K,,,,,
,,,,,,Hexagonal,24.5K,,10.1103/PhysRevLett.123.247203,true,,"{'a': '4.84', 'b': 'NA', 'c': '7.89'}",Laves phase C14,Soft,Ferromagnetic,,Nb1-yFe2+y,Bulk,32.3K,,,,,
,,,,,,Hexagonal,34K,,10.1103/PhysRevLett.123.247203,true,,"{'a': '4.84', 'b': 'NA', 'c': '7.89'}",Laves phase C14,Soft,Ferromagnetic,,Nb1-yFe2+y,Bulk,38.3K,,,,,
,,,,,,Hexagonal,,,10.1103/PhysRevB.79.060403,true,,"{'a': '8.441', 'b': 'NA', 'c': '6.347'}",Hexagonal,,Antiferromagnetic,,Tb5Si3,Bulk,69 K,,,P6_3/mcm,,
,,,,,,,385 K,,10.1103/PhysRevB.95.245408,false,,,,Soft,Ferromagnetic,,Mg(OH)2/VS2,2D Material,,,,,SiO2,
,,,,,,Zinc Blende,35 K,,10.1103/PhysRevB.81.115208,true,,"{'a': '0.566 nm', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,5.317 g/cm^3,Ga0.97Mn0.03As,Bulk,,,,,GaAs(001),1 μm
,,,,,,Zinc Blende,55 K,,10.1103/PhysRevB.81.115208,true,,"{'a': '0.566 nm', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,5.317 g/cm^3,Ga0.95Mn0.05As,Bulk,,,,,GaAs(001),1 μm
,,,,,,Zinc Blende,53 K,,10.1103/PhysRevB.81.115208,true,,"{'a': '0.566 nm', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,5.317 g/cm^3,Ga0.93Mn0.07As,Bulk,,,,,GaAs(001),1 μm
,,,,,"{'Value': 'Small', 'Units': 'NA', 'Temperature': 'NA'}",Amorphous,100°C,,10.1103/PhysRevB.106.094429,true,,,,Soft,Ferromagnetic,,CoFeTaB,Thin Film,,,,,Si(001) wafer with 100 nm SiO2 coating,6 nm
,,,,,"{'Value': '0.88', 'Units': 'T', 'Temperature': '5 K'}",Cubic,131 K,,10.1103/PhysRevB.73.094436,true,,"{'a': '7.185', 'b': 'NA', 'c': 'NA'}",Cubic,Hard,Ferrimagnetic,,TbNi2Mn,Bulk,,,"{'Value': '4.8', 'Units': 'μB/f.u.', 'Temperature': '5 K'}",Fd3m,,
,,,,,"{'Value': '0.73', 'Units': 'T', 'Temperature': '5 K'}",Cubic,94 K,,10.1103/PhysRevB.73.094436,true,,"{'a': '7.140', 'b': 'NA', 'c': 'NA'}",Cubic,Hard,Ferrimagnetic,,DyNi2Mn,Bulk,,,"{'Value': '6.7', 'Units': 'μB/f.u.', 'Temperature': '5 K'}",Fd3m,,
,,,,,,Cubic,75 K,,10.1103/PhysRevB.73.094436,true,,"{'a': '7.135', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferrimagnetic,,HoNi2Mn,Bulk,,,"{'Value': '7.4', 'Units': 'μB/f.u.', 'Temperature': '5 K'}",Fd3m,,
,,,,,,Cubic,50 K,,10.1103/PhysRevB.73.094436,true,,"{'a': '7.126', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferrimagnetic,,ErNi2Mn,Bulk,,,"{'Value': '4.5', 'Units': 'μB/f.u.', 'Temperature': '5 K'}",Fd3m,,
,,,,,"{'Value': 'Low', 'Units': 'NA', 'Temperature': 'NA'}",,,,10.1103/PhysRevB.74.224408,true,,,,Soft,Soft Ferromagnetic,,Finemet,Bulk,,,"{'Value': 'High', 'Units': 'NA', 'Temperature': 'NA'}",,,
,,,,,"{'Value': '5', 'Units': 'Oe', 'Temperature': 'NA'}",,,,10.1103/PhysRevB.94.020403,true,,,,Soft,Ferrimagnetic,,Yttrium Iron Garnet,Thin Film,,,,,GGG (Gadolinium Gallium Garnet),120 nm
,,,,,"{'Value': '800', 'Units': 'A/m', 'Temperature': '523 K'}",,,,10.1103/PhysRevB.75.064424,true,,,,Soft,Ferromagnetic,,Fe/Tb,Multilayer,,,,,W/Si,"Fe: 3.0 nm, Tb: 2.0 nm"
,,,,,,,,,10.1103/PhysRevB.97.075134,true,,,,,Antiferromagnetic,,La1/3Sr2/3FeO3,Thin Film,190K,,,,SrTiO3,"5, 15, 17, 37, 40, 78 nm"
,,,,,,,,,10.1103/PhysRevB.105.184408,true,,"{'a': '1.252', 'b': 'NA', 'c': 'NA'}",,Soft,Ferrimagnetic,,Yttrium Iron Garnet,Thin Film,,,"{'Value': '29.6', 'Units': 'μB/a3', 'Temperature': '300 K'}",,Pt,3.4 nm to 3 μm
,,,,,,,,,10.1103/PhysRevB.105.184408,true,,"{'a': '1.247', 'b': 'NA', 'c': 'NA'}",,Soft,Ferrimagnetic,,Gadolinium Iron Garnet,Thin Film,,,"{'Value': '10.5', 'Units': 'μB/a3', 'Temperature': '400 K'}",,Pt,58 nm
,,,,,,,,,10.1103/PhysRevB.105.184408,true,,"{'a': '0.834', 'b': 'NA', 'c': 'NA'}",,Soft,Ferrimagnetic,,Maghemite,Thin Film,,,"{'Value': '25.0', 'Units': 'μB/a3', 'Temperature': '300 K'}",,Pt,10 nm
